skill_name,cluster_id,cluster_size
adapt to change,3506,2
operate mechanical street sweeping equipment,5724,3
use thermal analysis,6854,1
socio-economic trends in your sector,6858,1
draft accounting procedures,6867,1
prospect new regional contracts,6711,1
clean optical components,836,2
adjust vulcanizing machine,4510,1
communicate technicalities with clients,6878,1
schedule and dispatch drivers,7200,1
performing arts fights legal regulations,6717,1
study artworks,565,2
use access control software,6891,1
keep track of wooden elements,6895,1
develop codified movements,6900,1
ml (computer programming),7161,1
prepare loan contracts,4665,2
set up media storage,7614,1
tend belt branding machine,9095,1
photography,640,2
adjust to physical demands,7966,1
characteristics of wheel rail interface,4934,1
analyse legal enforceability,6917,1
biological chemistry,1312,2
adapt teaching to student's capabilities,6925,1
organisational resilience,6928,1
metal smoothing technologies,7535,1
calculate gear ratio,4945,1
oversee extra-curricular activities,6932,1
level crossing regulations,978,3
camping gear,7800,1
verify laser beam measurement,4828,1
alkali stages of refining processes for edible oils,3468,1
security panels,6939,1
train actors in the use of weapons,6955,1
adopt a relaxed posture,5228,1
support public access to exhibitions,8746,1
identify infestation source,6704,1
mechanical forging press parts,905,3
maintain professional boundaries in social work,1803,2
operate creasing machinery,6961,1
assess reliability of data,7677,1
handle residual gases,7844,1
promote ocular health,6967,1
set up water filtration system,6588,1
manage space utilisation,8760,1
pack stone products,6972,1
safety regulations for warehouses,8398,1
integrate headquarter's guidelines into local operations,5221,1
administer prescribed medication,881,4
use computer telephony integration,8644,1
identify talent,5814,1
communicate with external laboratories,3497,1
operate chainsaw,6992,1
work in multidisciplinary health teams,2019,3
report children unsafe behaviour,7005,1
work in cold environments,6998,1
advise on eligibility of expenditures,7035,1
demonstrate musicianship,7486,1
signal processing,7004,1
monitor forest health,1002,3
clean animal body parts,8014,1
use ict equipment in maintenance activities,6873,1
understand written turkish,1142,3
promote the transfer of knowledge,5031,1
receive goods,7933,1
analyse texts to be illustrated,7018,1
work with broad variety of personalities,8187,1
perform software recovery testing,5209,1
hang wallpaper,7027,1
memorise information,1960,2
distinguish ship construction methods,7031,1
tend meat packaging machine,1886,2
control panel components,376,3
use different types of fire extinguishers,7038,1
intermodal options,6152,1
ensure the longevity of the fight actions,7040,1
regulation on the discharge of raw materials into the sea,7713,1
assemble cameras,54,2
repair plumbing systems,864,2
warehousing regulations,8461,1
mechanical engineering applicable to edible oil seed,7050,1
organic building materials,7052,1
match coffee grind to coffee type,7729,1
implement anti-virus software,5140,1
operate cubing machine,5716,1
connect blasting circuit,7069,1
keep airport runways clear of obstacles,4968,1
blockchain components,7075,1
provide stroke rehabilitation services,7066,1
apply health and safety when picking,7068,1
inspect batches of mixed products,4791,1
provide support to authors,8155,1
identify preventive actions,3075,1
ensure protection of car parking,7241,1
operate pavement surface friction measuring devices,4685,1
prepare sites for planting of grass,7083,1
check in luggage,1923,2
maintain costumes,938,3
javascript,6214,1
mix treating materials,1802,2
manage test drives,5514,1
coordinate technical standards for global interoperability,7098,1
keep promotions records,7113,1
read care labels,7120,1
construct greens and grounds,7110,1
supervise special visitors,8605,1
ice-skating,7111,1
applied therapeutics related to medicines,7114,1
air traffic control operations,450,4
use agricultural information systems and databases,9089,1
prepare ceremonial locations,5225,1
develop manufacturing policies,1693,3
drain hazardous liquids,7133,1
maintain concentration for long periods,6180,1
clinical microbiology,872,2
non vessel operating common carrier regulations,7130,1
enhance landscapes,5970,2
order electrical supplies,4172,2
building's electronic access equipment,7136,1
communicate during show,7137,1
understand written hungarian,1036,3
customer service,7142,1
manage donor database,7143,1
test for emotional patterns,7144,1
stain wood,3437,2
inform on government funding,1093,2
utilise content types,7064,1
operate an emergency communication system,838,2
give advice on personal matters,7231,1
educate on preventing injuries,7158,1
blockchain-based business models,7065,1
design computer network,309,2
operate electronic payment terminals,6006,1
memorise script,7165,1
coordinate forestry research,7167,1
align antennae with receiving dishes,7181,1
diagnose hearing impairement,7172,1
handle knives for cutting activities,6240,2
apply organisational techniques,848,2
manage pharmaceutical production facilities construction,7183,1
remove finished casts,7193,1
make logistical arrangements,7194,1
wire security sensors,7201,1
explain quality of carpets,7198,1
use person-centred planning,9127,1
perform ict security testing,7203,1
manage athletes touring abroad,7207,1
master language rules,7245,1
rear game,5598,1
coordinate launches of new food products,6339,1
monitor programming finances,8869,1
sew curtains,7558,1
assist with dressing,8679,1
construct wood roofs,7528,1
mergers and acquisitions,4001,2
sell art,7239,1
normalise data,7237,1
digital compositing,7240,1
load electronic circuits onto wafers,6175,1
perform stock valuation,8023,1
characteristics of products,4691,1
enforce chimney sweeping quality standards,7253,1
perform on-treatment review,4789,1
create cultural venue learning strategies,1165,2
conduct research across disciplines,1105,2
film studies,7259,1
harden soap,4592,1
operate games,8577,1
check passenger tickets,1952,2
carry out bibliographic work,7267,1
batch tank types,7271,1
de-rig electronic equipment,7272,1
manage financial aspects of a company,2902,2
sell software maintenance contracts,7280,1
signal for explosion,7989,1
place orders for household equipment,4410,1
problem-solving with digital tools,6270,1
remediate healthcare user's occupational performance,1102,2
observe products' behaviour under processing conditions,7291,1
wash hair,6905,1
develop test procedures,2123,3
plot shipping navigation routes,371,2
design component interfaces,7299,1
document costume stock,3649,1
promote prevention of social isolation,7509,1
be friendly to passengers,9327,1
ensure compliance with maintenance legislation,7309,1
troubleshoot,7315,1
toys and games categories,8853,1
store kitchen supplies,1067,2
participate in training sessions,1049,2
perform clerical duties,7476,1
organise project meetings,7331,1
ict network cable limitations,7332,1
adjust cylinder valves,5241,1
apply for research funding,7335,1
comply with food safety and hygiene,712,7
produce meat-based jelly preparations,6463,1
install photovoltaic systems,1113,3
ancient greek,2125,2
supervise waste disposal,288,6
architectural conservation,8992,1
teach fire fighting principles,8617,1
provide training on quality management supervision,622,2
add chemicals to drilling fluid,8656,1
environmental threats,7607,1
operate on-board computer systems,7357,1
coining,3287,1
monitor financial accounts,3805,2
check prices on the menu,8487,1
operate lhd,3635,1
provide accurate information on water routes,9154,1
respond to changing navigation circumstances,7536,1
differentiate between airfield lighting,7688,1
conduct frisk,7369,1
record survey data,2335,2
plan test flights,7386,1
assist students with their dissertation,7379,1
research human behaviour,3464,3
reach out to diverse youth,6281,1
recruit student ambassador,8159,1
create a rhyme scheme structure,7443,1
fruit and vegetables maceration,7400,1
orthopaedic treatment alternatives,6609,1
advise on tax planning,3728,2
tend spark erosion machine,7409,1
operate railway vehicles,8925,1
stay alert,7411,1
microsoft access,7414,1
breed cattle,7417,1
podiatric surgery,1438,2
manage professional transition in an arts career,3042,2
transportation sector policies,5530,1
measure electrical characteristics,5631,1
set up advertising street furniture,8773,1
teach further education,7432,1
anodising specifications,7434,1
position anchor poles,7438,1
provide customers with price information,6249,1
six sigma methods,5048,1
document interviews,7444,1
extraction process of starch from corn,1354,2
electrical stimulation in acupuncture,3724,1
advertise sport venue,5707,1
condense information,6037,1
follow hygienic practices in fishery operations,3978,1
arrange parent teacher meeting,3721,1
use non-destructive testing equipment,1690,2
manage on-board water systems,7460,1
display library material,7448,1
conduct engineering site audits,7451,1
inspect drainage channels,7467,1
boil water,8121,1
validate biomedical analysis results,3940,1
monitor student's behaviour,7472,1
work with a dance team,7382,1
assess visual impact of displays,8127,1
prepare compliance documents,177,2
monitor biomedical equipment stock,7360,1
manage multi frequency wireless signal distribution,7469,1
operate hand pruning equipment,3735,1
manage occupational therapy students,7489,1
unreal engine,3738,1
meet deadlines,2595,2
assess haccp implementation in plants,6191,1
mechanical almond processing,1596,2
